birth,car,city,class,class_10_after,class_10_before,class_14,county,daughter,depression,edu,equity,f_birth,f_edu,f_political,f_work_14,family_income,family_m,family_status,floor_area,gender,happiness,health,health_problem,height_cm,house,hukou,hukou_loc,inc_ability,inc_exp,income,insur_1,insur_2,insur_3,insur_4,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,join_party,learn,leisure_1,leisure_10,leisure_11,leisure_12,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,m_birth,m_edu,m_political,m_work_14,marital,marital_1st,marital_now,media_1,media_2,media_3,media_4,media_5,media_6,minor_child,nationality,neighbor_familiarity,political,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,province,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,relax,religion,religion_freq,s_birth,s_edu,s_hukou,s_income,s_political,s_work_exper,s_work_status,s_work_type,socia_outing,social_friend,social_neighbor,socialize,son,status_3_before,status_peer,survey_type,trust_1,trust_10,trust_11,trust_12,trust_13,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,view,weight_jin,work_exper,work_manage,work_status,work_type,work_yr,age
1938,2,42,6,7,2,2,73,0,3,1,4,-2,3,1,-8,-1.0,1,3,60.0,2,4.0,5,3,164,1,1,1.0,-8,-2.0,-1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,5,5,3,3,5,5,-2,1,1,2,3,1962.0,1962.0,1,1,1,4,1,1,0.0,1,5,1,0,1,1,0,0,0,0,0,0,0,15,40,50.0,60,60,70.0,30,70,-2,-2,4,1,1,1936.0,4.0,1.0,-1.0,1.0,6.0,0.0,0.0,2,6.0,4.0,4,3,2,2,2,5,-8,-8,-8,-8,5,5,5,5,-8,3,-8,4,-8,130,4,0.0,0.0,0.0,0.0,77
1953,2,87,7,8,5,5,130,2,4,3,3,-2,1,1,2,10000.0,2,3,100.0,1,4.0,5,4,170,1,1,1.0,2,10000.0,5000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,5,4,3,2,5,5,-2,1,1,2,3,-2.0,-2.0,1,1,1,4,1,1,0.0,1,5,1,0,1,1,0,0,0,0,0,0,0,31,80,60.0,80,80,70.0,80,-2,-2,-2,3,1,1,1959.0,3.0,1.0,5000.0,1.0,3.0,0.0,0.0,1,1.0,1.0,4,2,1,2,2,5,4,-8,4,1,5,5,5,5,5,3,3,2,4,120,3,0.0,0.0,0.0,0.0,62
1959,2,55,5,5,4,5,89,0,5,4,3,-2,1,1,2,50000.0,2,3,380.0,2,4.0,4,5,165,1,1,2.0,2,10000000.0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,2,5,5,4,1,5,5,-2,1,1,2,3,1982.0,1982.0,1,1,2,5,1,1,0.0,1,5,1,0,0,0,1,0,0,0,0,0,0,18,80,70.0,80,70,70.0,70,80,80,80,5,1,1,1958.0,4.0,1.0,10000.0,1.0,2.0,0.0,0.0,1,3.0,3.0,4,2,1,2,2,4,3,3,3,1,3,3,3,4,4,2,4,4,3,130,2,0.0,0.0,0.0,0.0,56
1991,2,7,6,8,4,8,16,0,3,12,3,1962,10,1,1,55000.0,3,3,136.0,1,5.0,4,5,170,3,5,3.0,2,75000.0,15000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,1,4,4,1,3,3,4,4,4,3,1,3,1965,7,1,1,1,0.0,0.0,3,3,2,4,5,3,0.0,3,2,2,0,0,0,0,1,0,0,0,0,0,4,80,70.0,70,70,60.0,70,70,80,80,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.0,6.0,2,0,1,2,1,5,3,4,3,3,4,5,4,5,4,3,4,3,4,100,1,3.0,3.0,1.0,1.0,24
1971,2,64,1,2,4,5,102,1,4,3,2,1947,4,1,2,8000.0,2,2,65.0,2,3.0,3,4,160,0,1,3.0,3,10000.0,7000,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,5,5,3,2,5,4,4,1,5,1949,1,1,2,1,0.0,0.0,5,3,5,2,1,1,0.0,1,5,1,0,0,0,0,0,0,0,0,1,0,21,100,80.0,50,50,80.0,80,80,80,100,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,1,0,1,3,1,4,4,1,5,1,1,1,1,3,3,3,4,4,3,113,4,0.0,0.0,0.0,0.0,44
1995,2,53,5,8,3,4,87,0,4,4,4,1972,4,1,5,50000.0,3,3,100.0,1,4.0,5,4,170,1,1,1.0,2,50000.0,20000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,3,2,5,5,1,4,3,3,5,4,3,1,2,1975,3,1,12,1,0.0,0.0,2,2,1,3,5,1,0.0,1,3,1,0,0,0,0,1,0,0,0,0,0,18,80,90.0,75,80,70.0,80,75,80,80,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,4.0,2,0,1,2,1,4,4,4,4,2,3,4,4,5,4,4,4,4,4,135,1,3.0,3.0,2.0,4.0,20
1925,2,46,4,5,4,3,78,1,3,1,4,1900,1,1,2,3000.0,3,2,100.0,2,4.0,3,2,150,1,1,1.0,3,5000.0,1200,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,4,5,5,4,4,5,5,1905,1,1,2,7,1942.0,0.0,1,1,1,5,1,1,0.0,1,5,1,0,0,0,1,0,0,0,0,0,0,16,89,76.0,80,84,87.0,70,65,80,76,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,2.0,1,4,2,3,2,5,3,3,3,3,4,4,3,5,4,3,4,3,-8,82,4,0.0,0.0,0.0,0.0,90
1966,2,89,6,7,4,2,134,0,5,3,4,-2,1,1,2,30000.0,2,3,300.0,1,5.0,5,5,170,1,1,1.0,2,50000.0,10000,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,5,5,5,4,4,4,5,4,5,2,2,-2,1,1,2,3,1989.0,1989.0,1,1,4,4,1,4,0.0,1,5,1,0,0,1,0,0,0,0,0,0,0,31,80,70.0,70,80,90.0,60,60,60,50,4,1,1,1968.0,4.0,1.0,20000.0,4.0,2.0,0.0,0.0,1,5.0,5.0,3,1,2,2,2,5,4,-8,4,1,4,5,4,5,5,4,4,2,5,134,3,0.0,0.0,0.0,0.0,49
1970,2,69,4,6,1,2,109,1,3,3,1,1947,1,1,2,30000.0,2,2,120.0,2,3.0,4,2,163,1,1,1.0,3,12000.0,1000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,2,5,4,4,5,5,4,4,2,5,1948,3,1,2,3,1987.0,1987.0,1,1,1,5,1,1,0.0,1,3,1,0,0,1,0,0,0,0,0,0,0,23,100,100.0,50,60,0.0,30,50,0,0,4,1,1,1966.0,3.0,1.0,6000.0,1.0,1.0,5.0,2.0,1,7.0,2.0,2,1,1,3,2,5,3,3,3,1,5,5,2,2,2,3,3,4,5,118,4,0.0,0.0,0.0,0.0,45
1964,2,8,5,6,6,5,23,1,5,4,4,1919,3,1,2,21000.0,2,3,64.0,2,4.0,5,5,168,0,2,1.0,2,25000.0,21000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,3,3,1,3,3,3,3,3,3,3,3,1927,3,1,2,4,1988.0,1997.0,3,3,1,3,3,1,0.0,1,2,1,0,0,0,0,0,0,0,0,1,0,5,70,60.0,60,60,70.0,70,70,70,80,2,0,6,1963.0,6.0,2.0,0.0,1.0,5.0,0.0,0.0,1,4.0,3.0,2,0,2,2,1,4,3,3,3,1,4,4,4,4,3,3,3,3,4,160,1,4.0,3.0,1.0,28.0,51
1956,2,8,-8,-8,-8,-8,23,0,4,7,3,1931,1,4,1,20000.0,-1,3,16.0,2,5.0,3,3,155,-1,2,2.0,2,20000.0,20000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,1,4,3,3,4,3,1935,1,1,1,7,1981.0,0.0,2,2,2,2,2,2,0.0,1,5,1,0,0,0,0,0,0,0,0,1,0,5,70,70.0,70,70,70.0,70,70,70,70,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,3,1,1,3,1,4,3,-8,-8,3,3,3,3,4,4,3,4,3,2,80,5,0.0,0.0,0.0,0.0,59
1981,2,48,5,9,5,3,80,0,3,7,3,1956,3,1,2,60000.0,3,2,84.0,2,4.0,5,5,166,1,2,2.0,3,100000.0,20000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,5,1,5,2,5,5,4,4,3,5,1952,3,1,2,3,2006.0,2006.0,1,1,1,4,4,1,1.0,1,3,1,0,1,1,0,0,0,0,0,0,0,17,100,80.0,80,60,60.0,60,80,80,90,2,1,1,1981.0,7.0,2.0,40000.0,1.0,1.0,3.0,1.0,1,6.0,5.0,2,1,2,3,1,4,4,-8,4,3,4,4,4,5,4,3,4,4,3,125,1,2.0,3.0,1.0,14.0,34
1978,1,7,6,7,3,3,17,1,3,12,2,1940,6,4,4,100000.0,2,2,67.0,1,4.0,5,5,173,1,2,2.0,2,100000.0,60000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,3,1,4,2,1,3,2,4,4,3,3,4,2,1942,7,1,11,3,1995.0,2005.0,1,3,3,4,4,4,1.0,1,3,4,0,0,0,0,0,0,0,0,1,0,4,60,60.0,60,60,60.0,60,60,60,60,4,1,1,1978.0,13.0,2.0,60000.0,4.0,1.0,3.0,1.0,1,5.0,7.0,3,0,2,2,1,3,1,1,3,1,2,3,3,4,4,3,4,3,5,90,1,2.0,3.0,1.0,16.0,37
1967,2,50,-8,-8,-8,-8,83,1,3,4,3,-2,6,4,2,30000.0,3,2,272.0,2,4.0,3,3,158,1,1,1.0,3,60000.0,30000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,3,5,5,5,5,4,3,5,4,5,5,5,1940,1,-8,2,3,1990.0,1990.0,2,2,2,3,1,3,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,17,50,50.0,50,50,50.0,50,50,50,50,4,1,3,1968.0,3.0,1.0,20000.0,1.0,1.0,3.0,1.0,1,5.0,5.0,2,1,2,3,2,5,-8,-8,-8,1,5,5,5,5,4,3,-8,5,-8,126,1,3.0,3.0,1.0,23.0,48
1996,2,55,5,5,5,3,89,1,5,6,3,1971,1,1,2,100000.0,4,3,100.0,2,4.0,5,5,175,1,2,1.0,2,60000.0,50000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,2,4,4,3,5,4,3,5,5,-2,1,1,2,3,-3.0,-3.0,3,3,1,4,4,1,0.0,1,3,1,0,1,0,0,0,0,0,0,0,0,18,90,90.0,90,90,90.0,90,90,90,90,3,1,1,1970.0,6.0,2.0,50000.0,1.0,1.0,3.0,1.0,1,1.0,1.0,3,1,2,2,1,5,4,4,4,1,3,4,4,5,5,1,5,4,4,160,1,1.0,2.0,1.0,-2.0,19
1969,2,82,2,2,1,1,124,2,4,3,4,1940,1,1,2,20000.0,4,2,30.0,1,3.0,4,4,170,1,1,1.0,3,60000.0,10000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,5,5,5,4,5,5,5,1945,1,1,2,3,1991.0,1991.0,1,1,1,4,1,1,1.0,1,5,1,0,1,0,0,0,0,0,0,0,0,29,70,70.0,70,80,70.0,70,70,80,70,3,1,1,1971.0,3.0,1.0,10000.0,1.0,3.0,0.0,0.0,1,3.0,3.0,3,0,2,3,2,4,3,-8,3,2,4,4,4,4,4,3,4,4,3,130,3,0.0,0.0,0.0,0.0,46
1950,2,39,4,5,3,3,70,0,4,2,4,-2,1,1,2,10000.0,2,2,150.0,2,4.0,4,4,155,1,1,1.0,2,30000.0,3600,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,4,4,5,5,5,5,3,3,4,3,4,-2,1,1,2,3,-2.0,-2.0,1,1,1,4,1,1,0.0,1,5,1,0,1,1,0,0,0,0,0,0,0,15,80,70.0,80,80,80.0,80,80,90,90,2,1,1,1947.0,2.0,1.0,6000.0,1.0,4.0,0.0,0.0,2,2.0,2.0,2,2,1,2,1,5,-8,-8,4,2,4,4,3,5,5,3,4,3,3,110,5,0.0,0.0,0.0,0.0,65
1972,2,27,3,3,3,4,50,0,2,3,3,1918,1,1,2,2000.0,3,3,105.0,1,3.0,4,4,166,1,1,1.0,2,50000.0,1000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,1,5,5,3,5,5,4,3,4,2,1943,1,1,2,3,1993.0,1993.0,2,2,1,5,1,1,1.0,1,4,1,0,1,0,0,0,0,0,0,0,0,10,85,90.0,50,70,50.0,60,60,60,50,1,1,1,1968.0,3.0,1.0,1000.0,1.0,1.0,5.0,1.0,1,6.0,4.0,2,2,2,3,1,5,5,-8,5,3,3,5,5,5,5,3,5,4,4,100,1,4.0,2.0,1.0,3.0,43
1981,2,47,3,-8,3,3,79,0,3,4,2,1950,3,1,-8,15000.0,2,-8,180.0,1,3.0,3,5,165,2,1,1.0,2,-2.0,10000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,4,5,5,3,4,5,4,4,1,5,-2,-8,1,-8,1,0.0,0.0,3,1,1,5,1,1,0.0,1,5,1,0,0,0,0,1,0,0,0,0,0,16,-2,80.0,-2,-2,-2.0,-2,70,-2,70,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,4,0,1,2,1,5,-8,-8,-8,-8,4,3,3,5,-8,-8,5,-8,3,142,3,0.0,0.0,0.0,0.0,34
1988,2,50,5,-8,-8,-8,83,0,4,4,2,1963,4,1,-8,40000.0,2,3,260.0,2,3.0,5,5,160,1,1,1.0,3,30000.0,10000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,5,1,1,5,2,5,5,4,4,4,5,1962,3,1,3,3,2010.0,2010.0,1,1,1,4,5,1,1.0,1,5,1,0,0,0,0,0,0,0,0,1,0,17,50,50.0,50,50,50.0,50,50,50,50,3,1,1,1987.0,4.0,1.0,20000.0,1.0,1.0,5.0,2.0,1,1.0,1.0,2,1,2,2,2,3,3,3,3,3,3,3,3,5,4,3,3,3,3,120,1,3.0,3.0,2.0,4.0,27
1951,2,16,3,3,2,2,32,1,3,3,4,-2,1,1,2,20000.0,4,3,130.0,2,4.0,2,3,155,1,1,1.0,2,10000.0,5000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,5,5,4,4,5,5,-2,-8,1,2,3,1969.0,1969.0,1,1,1,4,1,1,0.0,1,4,1,0,0,1,0,0,0,0,0,0,0,6,80,80.0,-2,-2,-2.0,-2,-2,70,70,2,1,1,1952.0,3.0,1.0,3000.0,1.0,4.0,0.0,0.0,1,3.0,3.0,2,1,2,2,2,5,-8,-8,-8,2,4,4,4,5,4,4,4,2,3,120,4,0.0,0.0,0.0,0.0,64
1952,2,84,1,3,1,1,127,0,2,2,3,-2,1,1,2,5000.0,1,2,100.0,1,2.0,2,3,160,1,1,1.0,2,30000.0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,4,3,5,4,5,2,5,5,-2,1,1,2,1,0.0,0.0,1,1,4,5,1,1,0.0,1,5,1,0,1,0,0,0,0,0,0,0,0,29,80,50.0,30,80,80.0,60,70,90,0,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,4,0,1,1,2,5,-8,-8,-8,2,3,3,3,3,3,3,-8,5,2,97,3,0.0,0.0,0.0,0.0,63
1990,2,18,5,6,4,3,34,0,5,12,3,1963,-8,1,1,60000.0,3,3,50.0,2,4.0,5,5,160,0,2,2.0,3,50000.0,36000,1,-1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,2,5,5,1,3,3,4,5,4,4,5,5,1965,-8,1,15,1,0.0,0.0,1,2,1,5,5,1,0.0,1,2,1,1,0,0,0,0,0,0,0,0,0,7,85,70.0,82,80,75.0,80,80,80,80,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,7.0,2,0,1,2,1,3,3,-8,3,3,3,-8,-8,4,4,3,4,3,4,120,1,3.0,3.0,1.0,3.0,25
1937,2,39,5,5,6,4,70,0,4,4,4,-2,1,1,2,12000.0,2,3,200.0,1,4.0,4,3,158,1,1,1.0,2,-2.0,9600,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,3,1,5,5,5,5,5,3,5,4,5,4,5,-2,1,1,2,3,1959.0,1959.0,3,2,2,4,1,1,0.0,1,5,4,0,1,0,0,0,0,0,0,0,0,15,80,80.0,70,80,70.0,80,90,70,70,2,1,1,1940.0,1.0,1.0,2400.0,1.0,4.0,0.0,0.0,2,3.0,2.0,1,3,2,1,1,5,4,3,3,3,5,5,5,5,5,4,5,5,3,110,4,0.0,0.0,0.0,0.0,78
1957,2,36,1,1,1,7,67,1,5,4,1,-2,-8,-8,9,36000.0,3,1,80.0,2,4.0,4,4,150,1,5,3.0,3,30000.0,20000,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,3,5,5,4,2,5,5,1934,1,-8,5,3,1978.0,1978.0,1,2,2,5,1,1,1.0,1,1,1,0,1,1,0,1,0,0,0,0,0,13,50,50.0,70,50,-2.0,60,50,70,60,3,1,1,1954.0,4.0,5.0,16000.0,1.0,5.0,0.0,0.0,1,6.0,6.0,2,0,2,3,1,3,2,-8,4,1,3,2,2,3,3,2,3,3,3,128,5,0.0,0.0,0.0,0.0,58
1962,2,2,4,6,3,2,9,1,4,4,3,1937,3,4,2,30000.0,1,3,500.0,1,3.0,5,4,162,1,1,3.0,2,20000.0,10000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,2,5,4,4,2,5,5,1933,3,1,2,3,1988.0,1988.0,1,1,1,5,1,1,0.0,8,5,1,0,1,0,0,0,0,0,0,0,0,2,80,70.0,70,60,40.0,60,60,40,60,3,1,1,1965.0,4.0,1.0,4000.0,1.0,3.0,0.0,0.0,1,3.0,3.0,3,1,2,3,2,5,3,-8,4,3,4,4,4,5,4,3,4,3,4,135,2,0.0,0.0,0.0,0.0,53
1979,2,3,2,3,1,2,10,0,3,4,2,-2,1,1,2,40000.0,2,2,30.0,2,2.0,4,3,155,1,1,1.0,2,50000.0,24000,1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,4,5,5,4,5,4,4,5,5,-2,3,1,2,4,-2.0,2008.0,1,1,1,4,2,1,2.0,1,4,1,0,0,1,0,0,0,0,0,0,0,2,60,80.0,70,50,80.0,30,20,50,80,2,1,2,1973.0,3.0,1.0,20000.0,1.0,2.0,0.0,0.0,2,5.0,3.0,3,2,2,2,2,4,3,3,2,2,3,3,4,4,5,4,3,4,3,110,1,3.0,3.0,1.0,2.0,36
1957,2,18,8,2,7,5,38,1,3,6,4,-2,-8,4,1,55400.0,2,3,40.0,2,4.0,4,5,157,1,2,1.0,-8,-2.0,23000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,5,5,4,4,5,4,4,1,1,-2,1,1,1,3,1982.0,1982.0,1,1,3,3,1,1,0.0,1,3,1,0,0,1,0,0,0,0,0,0,0,7,60,50.0,60,60,60.0,60,60,60,60,4,1,1,1958.0,4.0,2.0,32400.0,1.0,1.0,5.0,2.0,1,3.0,2.0,1,0,2,2,1,1,1,-8,-8,1,1,-8,-8,5,5,1,5,1,4,115,5,0.0,0.0,0.0,0.0,58
1939,2,65,6,6,8,2,103,3,2,3,3,1913,2,1,2,2000.0,2,3,40.0,2,4.0,2,2,150,1,1,1.0,2,1000.0,1000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,2,5,5,4,4,5,1,1915,1,1,2,3,1957.0,1957.0,1,1,1,5,1,1,0.0,8,5,1,0,0,1,0,0,0,0,0,0,0,22,70,80.0,90,80,70.0,80,90,80,70,4,0,3,1938.0,14.0,1.0,1000.0,4.0,3.0,0.0,0.0,1,1.0,1.0,5,4,2,3,2,5,5,5,5,1,5,5,5,5,-8,3,-8,3,4,90,4,0.0,0.0,0.0,0.0,76
1940,2,87,3,5,4,1,130,2,3,1,4,-2,1,1,2,12000.0,2,2,70.0,2,3.0,1,2,160,1,1,1.0,2,50000.0,8000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,5,1,5,5,5,5,4,5,5,5,5,5,5,-2,1,1,15,3,1968.0,1968.0,1,1,3,4,1,1,0.0,1,3,1,0,0,1,0,0,0,0,0,0,0,31,-2,40.0,-2,70,-2.0,70,80,80,80,5,1,1,1940.0,1.0,1.0,4000.0,1.0,4.0,0.0,0.0,1,3.0,2.0,1,2,2,3,2,3,-8,-8,-8,1,2,2,2,5,4,1,-8,2,4,100,4,0.0,0.0,0.0,0.0,75
1990,2,69,5,7,2,5,109,0,5,10,3,1956,4,1,2,50000.0,1,3,10.0,1,5.0,5,5,170,1,1,3.0,3,60000.0,30000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,4,2,4,5,2,4,3,2,5,3,3,5,3,1956,3,1,2,2,2014.0,0.0,1,1,1,3,3,3,0.0,1,5,1,0,0,0,0,0,0,0,0,1,0,23,70,80.0,50,80,60.0,70,60,60,60,4,1,1,1990.0,12.0,2.0,35000.0,1.0,1.0,3.0,1.0,2,2.0,4.0,3,0,2,2,1,4,3,1,3,3,4,4,4,4,3,3,4,3,3,120,1,3.0,3.0,1.0,1.0,25
1983,2,64,4,5,3,5,102,0,4,4,4,1960,1,1,1,40000.0,3,3,90.0,2,4.0,4,5,160,1,5,1.0,-8,20000.0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,1,2,5,1,4,4,2,5,4,1,1962,1,1,1,3,2004.0,2004.0,1,1,1,5,4,1,1.0,1,5,1,0,1,1,0,0,0,0,0,0,0,21,80,50.0,50,50,50.0,50,70,60,50,3,1,1,1978.0,7.0,5.0,40000.0,4.0,1.0,3.0,1.0,1,2.0,1.0,4,1,2,2,1,5,4,-8,5,1,4,-8,-8,4,-8,4,4,4,4,100,5,0.0,0.0,0.0,0.0,32
1987,2,43,6,7,5,5,74,0,4,12,2,1961,12,4,1,200000.0,3,4,140.0,1,4.0,4,4,185,2,2,3.0,3,100000.0,70000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,1,4,5,1,3,3,2,3,4,3,3,2,1961,12,1,1,1,0.0,0.0,3,3,3,4,4,4,0.0,1,3,1,0,0,0,0,1,0,0,0,0,0,15,75,75.0,70,70,65.0,70,70,75,75,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,3.0,4,0,2,1,1,4,3,3,3,2,4,4,3,4,4,2,4,3,3,160,1,3.0,3.0,1.0,5.0,28
1962,2,13,3,6,4,4,29,0,3,1,4,-2,1,1,2,3000.0,3,2,140.0,1,4.0,3,3,172,1,2,1.0,3,20000.0,100,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,5,5,5,4,5,4,2,3,5,-2,1,1,2,3,1984.0,1984.0,1,1,2,4,1,1,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,6,86,81.0,87,79,75.0,76,73,82,80,2,1,1,1963.0,1.0,2.0,1800.0,1.0,2.0,0.0,0.0,2,6.0,5.0,2,1,2,2,1,4,5,-8,5,1,4,4,5,4,4,4,4,4,3,150,1,3.0,5.0,2.0,13.0,53
1966,2,42,2,3,1,1,73,0,4,4,2,1923,2,1,2,70000.0,2,2,240.0,1,4.0,4,4,175,1,1,1.0,3,100000.0,50000,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,4,5,5,5,4,4,5,5,4,4,5,5,1933,1,1,2,3,1990.0,1990.0,2,2,2,5,2,2,0.0,1,4,1,0,1,0,0,0,0,0,0,0,0,15,75,70.0,80,80,70.0,75,80,80,80,2,1,1,1965.0,4.0,1.0,20000.0,1.0,1.0,3.0,1.0,1,3.0,2.0,2,1,1,3,2,5,5,4,4,3,5,4,4,5,5,4,4,4,3,170,1,3.0,3.0,2.0,32.0,49
1980,2,27,5,6,4,3,50,2,4,7,4,1958,3,1,2,20000.0,4,3,110.0,2,5.0,4,4,162,1,1,1.0,2,30000.0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,5,4,2,4,3,4,5,4,4,3,4,1960,3,1,2,4,2004.0,2014.0,2,2,2,5,3,2,2.0,1,4,1,0,1,0,0,0,0,0,0,0,0,10,90,80.0,70,80,70.0,70,80,60,70,3,1,1,1979.0,4.0,1.0,20000.0,1.0,1.0,3.0,2.0,1,6.0,5.0,3,0,2,2,2,5,5,-8,5,3,4,5,5,5,5,4,5,4,4,120,5,0.0,0.0,0.0,0.0,35
1960,2,18,4,4,4,1,37,0,3,4,2,1932,4,1,1,28800.0,2,2,46.0,2,4.0,4,4,158,1,2,1.0,3,80000.0,28800,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,1,5,3,4,5,3,3,5,5,1932,3,1,1,3,1983.0,1983.0,2,2,2,5,5,2,0.0,1,5,1,0,1,1,0,0,0,0,0,0,0,7,80,80.0,70,80,80.0,80,80,80,80,1,1,1,1956.0,4.0,2.0,0.0,1.0,5.0,0.0,0.0,4,6.0,6.0,4,1,3,3,1,4,-8,-8,-8,1,3,3,3,4,4,2,4,2,4,125,5,0.0,0.0,0.0,0.0,55
1971,2,29,5,8,5,5,52,0,4,6,3,1940,3,1,1,-3.0,3,3,80.0,1,3.0,3,5,171,1,5,2.0,2,100000.0,-3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,4,5,4,1,4,4,4,4,4,4,4,4,1942,3,1,1,3,2006.0,2006.0,2,2,1,2,3,2,0.0,1,2,1,1,0,0,0,0,0,0,0,0,0,11,80,80.0,80,70,80.0,80,70,85,85,3,1,1,1974.0,10.0,5.0,-3.0,1.0,1.0,3.0,1.0,1,3.0,2.0,1,0,2,2,1,4,4,-8,2,1,3,3,3,4,4,3,4,4,5,150,1,3.0,3.0,1.0,25.0,44
1950,2,14,3,3,2,3,30,0,4,3,4,1922,1,1,2,20000.0,5,3,120.0,1,4.0,4,4,170,1,1,1.0,2,50000.0,2000,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,2,1,5,5,5,5,4,4,4,3,3,4,4,-2,1,1,2,3,-2.0,-2.0,2,2,2,5,1,1,0.0,1,5,4,0,0,0,1,0,0,0,0,0,0,6,60,70.0,70,80,70.0,70,60,70,70,4,1,1,1954.0,3.0,1.0,1000.0,1.0,5.0,0.0,0.0,1,2.0,1.0,4,1,2,2,2,4,4,4,3,1,4,4,4,5,3,3,3,3,4,150,4,0.0,0.0,0.0,0.0,65
1985,2,87,4,8,4,3,132,1,4,10,1,1961,6,1,1,50000.0,2,2,63.0,1,4.0,4,5,170,1,2,1.0,4,200000.0,30000,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,4,5,1,3,3,3,5,3,2,1,5,1960,7,1,1,3,2012.0,2012.0,3,1,1,3,5,5,1.0,1,2,1,0,1,0,0,0,0,0,0,0,0,31,50,30.0,60,70,70.0,70,60,60,80,2,1,1,1985.0,10.0,2.0,20000.0,1.0,1.0,6.0,1.0,2,2.0,6.0,3,0,3,2,1,4,2,-8,-8,2,2,-8,-8,5,1,4,4,3,4,160,1,1.0,2.0,1.0,6.0,30
